ID,CATEGORY_ICD10,NMU_CODE,DESCRIPTION,NMU_TYPE,DATE,BASIC_ADDITIONAL,SECTION,FLC_REMD
1261,F70-F79; F84.0; F84.1; F84.2; F84.5,A13.23.001,Медико-логопедическое исследование при дисфагии по направлению врача-психиатра или врача-невролога,Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A13.23.001 Медико-логопедическое исследование при дисфагии по направлению врача-психиатра или врача-невролога
1262,F70-F79; F84.0; F84.1; F84.2; F84.5,A05.23.001,"ЭЭГ при наличии пароксизмальных расстройств, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога",Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,"A05.23.001 ЭЭГ при наличии пароксизмальных расстройств, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога"
1263,F70-F79; F84.0; F84.1; F84.2; F84.5,A05.23.001.002,"ЭЭГ с видеомониторингом при наличии эпилептических приступов в случае отсутствия эпилептиформной активности на нативной ЭЭГ, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.23.001.002 ЭЭГ с видеомониторингом при наличии эпилептических приступов в случае отсутствия эпилептиформной активности на нативной ЭЭГ, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога"
1264,F70-F79; F84.0; F84.1; F84.2; F84.5,A05.23.009,"МРТ головного мозга, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога при наличии очаговых расстройств, моторных нарушений",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.23.009 МРТ головного мозга, если состояние пациента позволяет провести исследование, по направлению врача-психиатра или врача-невролога при наличии очаговых расстройств, моторных нарушений"
1265,F70-F79; F84.0; F84.1; F84.2; F84.5,B01.006.001,"Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга",Осмотр/консультация,Действительно бессрочно,2,1,"B01.006.001 Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга"
1266,F70-F79; F84.0; F84.1; F84.2; F84.5,B01.053.001,"Прием (осмотр, консультация) врача-уролога первичный при недержании мочи",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.053.001 Прием (осмотр, консультация) врача-уролога первичный при недержании мочи"
1267,F70-F79; F84.0; F84.1; F84.2; F84.5,A04.28.002.003,"Ультразвуковое исследование мочевого пузыря с определением остаточной мочи при недержании мочи, по направлению врача-уролога",Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,"A04.28.002.003 Ультразвуковое исследование мочевого пузыря с определением остаточной мочи при недержании мочи, по направлению врача-уролога"
1268,F70-F79; F84.0; F84.1; F84.2; F84.5,B01.018.001,"Прием (осмотр, консультация) врача-колопроктолога первичный при недержании кала",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.018.001 Прием (осмотр, консультация) врача-колопроктолога первичный при недержании кала"
1270,G00-G99,B01.047.001,"Прием (осмотр, консультация) врача-терапевта первичный при нарушении функций внутренних органов",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.047.001 Прием (осмотр, консультация) врача-терапевта первичный при нарушении функций внутренних органов"
1273,G00-G09; G09,A05.23.009.010,МРТ спинного мозга (один отдел) при поражении,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.23.009.010 МРТ спинного мозга (один отдел) при поражении
1274,G10-G14; G12,A04.10.002,Эхокардиография при нарушении функций сердечно-сосудистой системы,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.10.002 Эхокардиография при нарушении функций сердечно-сосудистой системы
1275,G10-G14; G12,A12.09.001,Исследование неспровоцированных дыхательных объемов и потоков при нарушении дыхательной функции,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.09.001 Исследование неспровоцированных дыхательных объемов и потоков при нарушении дыхательной функции
1276,G10-G14; G12,A05.23.009.011,МРТ спинного мозга с контрастированием (один отдел) при необходимости уточнения изменений в спинном мозге,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.23.009.011 МРТ спинного мозга с контрастированием (один отдел) при необходимости уточнения изменений в спинном мозге
1280,G70,B01.029.001,"Прием (осмотр, консультация) врача-офтальмолога первичный при глазной форме",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.029.001 Прием (осмотр, консультация) врача-офтальмолога первичный при глазной форме"
1281,G70,A12.26.012,"Проведение пробы с лекарственными препаратами, с антихолинэстеразными препаратами, прозериновой пробы",Осмотр/консультация,"Действительно 180 календарных дней при первичном направлении, бессрочно при повторном направлении",1,1,"A12.26.012 Проведение пробы с лекарственными препаратами, с антихолинэстеразными препаратами, прозериновой пробы"
1282,G71.0,A04.10.002,Эхокардиография при нарушении функций сердечно-сосудистой системы,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.10.002 Эхокардиография при нарушении функций сердечно-сосудистой системы
1283,G71.0,A12.09.001,Исследование неспровоцированных дыхательных объемов и потоков при дыхательной недостаточности,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.09.001 Исследование неспровоцированных дыхательных объемов и потоков при дыхательной недостаточности
1286,I60-I69,A05.23.001,ЭЭГ при наличии пароксизмальных состояний,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A05.23.001 ЭЭГ при наличии пароксизмальных состояний
1287,I60-I69,B01.028.001,"Прием (осмотр, консультация) врача-оториноларинголога первичный при вестибулярных нарушениях",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.028.001 Прием (осмотр, консультация) врача-оториноларинголога первичный при вестибулярных нарушениях"
1288,I60-I69,B01.024.001,"Прием (осмотр, консультация) врача-нейрохирурга первичный при сосудистых мальформациях",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.024.001 Прием (осмотр, консультация) врача-нейрохирурга первичный при сосудистых мальформациях"
1290,I60-I69,B01.057.001,"Прием (осмотр, консультация) врача-хирурга первичный при нарушении статодинамических функций",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.057.001 Прием (осмотр, консультация) врача-хирурга первичный при нарушении статодинамических функций"
1294,Q04,A05.23.001,ЭЭГ при наличии пароксизмальных состояний,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A05.23.001 ЭЭГ при наличии пароксизмальных состояний
1295,H00-H59; Q10-Q18,B01.058.001,"Прием (осмотр, консультация) врача-эндокринолога первичный при наличии эндокринной офтальмопатии, диабетической ретинопатии",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.058.001 Прием (осмотр, консультация) врача-эндокринолога первичный при наличии эндокринной офтальмопатии, диабетической ретинопатии"
1297,H00-H59; Q10-Q18,B01.024.001,"Прием (осмотр, консультация) врача-нейрохирурга первичный при выявлении распространения заболевания орбиты в полость черепа",Осмотр/консультация,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"B01.024.001 Прием (осмотр, консультация) врача-нейрохирурга первичный при выявлении распространения заболевания орбиты в полость черепа"
1299,H00-H59; Q10-Q18,A02.26.014,Скиаскопия при необходимости уточнения рефракции,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A02.26.014 Скиаскопия при необходимости уточнения рефракции
1300,H00-H59; Q10-Q18,A05.26.002.001,"Регистрация зрительных вызванных потенциалов коры головного мозга на паттерн стимуляцию при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.26.002.001 Регистрация зрительных вызванных потенциалов коры головного мозга на паттерн стимуляцию при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга"
1301,H00-H59; Q10-Q18,A03.26.020,Компьютерная периметрия при необходимости уточнения полей зрения (центрального и периферического зрения),Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A03.26.020 Компьютерная периметрия при необходимости уточнения полей зрения (центрального и периферического зрения)
1302,H00-H59; Q10-Q18,A02.26.009,Исследование цветоощущения при его нарушении,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A02.26.009 Исследование цветоощущения при его нарушении
1303,H00-H59; Q10-Q18,A02.26.024,"Определение характера зрения, гетерофории при косоглазии, расстройствах зрения",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A02.26.024 Определение характера зрения, гетерофории при косоглазии, расстройствах зрения"
1304,H00-H59; Q10-Q18,A05.26.001,"Электроретинография при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при непрозрачных оптических средах и в сомнительных случаях",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.26.001 Электроретинография при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при непрозрачных оптических средах и в сомнительных случаях"
1305,H00-H59; Q10-Q18,A02.26.027,"Исследование критической частоты слияния световых мельканий при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A02.26.027 Исследование критической частоты слияния световых мельканий при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга"
1306,H00-H59; Q10-Q18,A03.26.002,"Гониоскопия при патологии структур угла передней камеры, глаукоме",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A03.26.002 Гониоскопия при патологии структур угла передней камеры, глаукоме"
1307,H00-H59; Q10-Q18,A05.26.002,"Регистрация зрительных вызванных потенциалов коры головного мозга при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.26.002 Регистрация зрительных вызванных потенциалов коры головного мозга при несоответствии остроты зрения и состояния глазного дна (сетчатки, зрительного нерва), при патологии зрительных путей и зрительных областей коры мозга"
1308,H00-H59; Q10-Q18,A03.26.019.001,Оптическое исследование переднего отдела глаза с помощью компьютерного анализатора при недостаточной визуализации стандартными методами исследования,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A03.26.019.001 Оптическое исследование переднего отдела глаза с помощью компьютерного анализатора при недостаточной визуализации стандартными методами исследования
1309,H00-H59; Q10-Q18,A03.26.019.002,Оптическое исследование заднего отдела глаза с помощью компьютерного анализатора при недостаточной визуализации их основными методами исследования,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A03.26.019.002 Оптическое исследование заднего отдела глаза с помощью компьютерного анализатора при недостаточной визуализации их основными методами исследования
1310,H00-H59; Q10-Q18,A03.26.005.001,Биомикрофотография глазного дна с использованием фундус-камеры при наличии изменений на глазном дне,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A03.26.005.001 Биомикрофотография глазного дна с использованием фундус-камеры при наличии изменений на глазном дне
1311,H00-H59; Q10-Q18,A04.26.002,Ультразвуковое исследование глазного яблока при наличии патологии стекловидного тела и сетчатки,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A04.26.002 Ультразвуковое исследование глазного яблока при наличии патологии стекловидного тела и сетчатки
1312,H00-H59; Q10-Q18,A04.26.004,Ультразвуковая биометрия глаза при подозрении на увеличение или уменьшение параметров глаза,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A04.26.004 Ультразвуковая биометрия глаза при подозрении на увеличение или уменьшение параметров глаза
1313,H00-H59; Q10-Q18,A12.05.016.001,Электрокоагулография при подозрении на наследственные заболевания сетчатки,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A12.05.016.001 Электрокоагулография при подозрении на наследственные заболевания сетчатки
1314,H00-H59; Q10-Q18,A05.26.008,МРТ глазниц при патологии орбит,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.26.008 МРТ глазниц при патологии орбит
1315,H00-H59; Q10-Q18,A06.03.005,"Рентгенография всего черепа, в одной или более проекциях при патологии орбиты",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A06.03.005 Рентгенография всего черепа, в одной или более проекциях при патологии орбиты"
1316,H00-H59; Q10-Q18,A06.03.002,Компьютерная томография лицевого отдела черепа при патологии орбиты,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A06.03.002 Компьютерная томография лицевого отдела черепа при патологии орбиты
1320,H60-H95,B01.046.001,"Прием (осмотр, консультация) врача - сурдолога-оториноларинголога первичный при кондуктивной и нейросенсорной потере слуха",Осмотр/консультация,"Действительно 180 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,"B01.046.001 Прием (осмотр, консультация) врача - сурдолога-оториноларинголога первичный при кондуктивной и нейросенсорной потере слуха"
1321,H60-H95,A05.25.003,Исследование коротколатентных вызванных потенциалов по направлению врача-оториноларинголога или врача - сурдолога-оториноларинголога при необходимости дополнительной объективизации нарушений функции слуха,Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,A05.25.003 Исследование коротколатентных вызванных потенциалов по направлению врача-оториноларинголога или врача - сурдолога-оториноларинголога при необходимости дополнительной объективизации нарушений функции слуха
1322,H60-H95,A12.25.002,Речевая аудиометрия при слухопротезировании,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A12.25.002 Речевая аудиометрия при слухопротезировании
1323,H60-H95,A05.25.006,Регистрация вызванных акустических ответов мозга на постоянные модулированные тоны (стационарные вызванные слуховые потенциалы (auditory steady state response) по направлению врача-оториноларинголога или врача - сурдолога-оториноларинголога при необходимости дополнительной объективизации нарушений функций слуха,Инструментальное обследование,Действительно 1 год,2,1,A05.25.006 Регистрация вызванных акустических ответов мозга на постоянные модулированные тоны (стационарные вызванные слуховые потенциалы (auditory steady state response) по направлению врача-оториноларинголога или врача - сурдолога-оториноларинголога при необходимости дополнительной объективизации нарушений функций слуха
1324,H60-H95,A06.25.003,Компьютерная томография височной кости при вестибулярных нарушениях,Инструментальное обследование,Действительно бессрочно,2,1,A06.25.003 Компьютерная томография височной кости при вестибулярных нарушениях
1325,H60-H95,A05.23.009,"МРТ головного мозга при патологии кохлеарного нерва, кохлеарного ядерного комплекса",Инструментальное обследование,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",2,1,"A05.23.009 МРТ головного мозга при патологии кохлеарного нерва, кохлеарного ядерного комплекса"
1326,H60-H95,B01.006.001,"Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга",Осмотр/консультация,Действительно бессрочно,2,1,"B01.006.001 Прием (осмотр, консультация) врача-генетика первичный при хромосомной патологии, моногенных заболеваниях, болезнях геномного импринтинга"
1328,H60-H95,A13.23.003,Медико-логопедическое исследование при дизартрии при речевых нарушениях,Осмотр/консультация,"Действительно 60 календарных дней при первичном направлении, 90 календарных дней при повторном направлении",2,1,A13.23.003 Медико-логопедическое исследование при дизартрии при речевых нарушениях
1330,I05-I09,B01.043.001,"Прием (осмотр, консультация) врача - сердечно-сосудистого хирурга первичный при наличии врожденного или приобретенного порока (пороков) сердца, показаний к хирургическому вмешательству",Осмотр/консультация,"Действительно 180 календарных дней при первичном направлении, 1 год при повторном направлении",1,1,"B01.043.001 Прием (осмотр, консультация) врача - сердечно-сосудистого хирурга первичный при наличии врожденного или приобретенного порока (пороков) сердца, показаний к хирургическому вмешательству"
1331,I05-I09,A02.12.002.001,Суточное мониторирование артериального давления при наличии артериальной гипертензии,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,A02.12.002.001 Суточное мониторирование артериального давления при наличии артериальной гипертензии
1332,I10-I15,B01.023.001,"Прием (осмотр, консультация) врача-невролога первичный при поражении центральной нервной системы",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.023.001 Прием (осмотр, консультация) врача-невролога первичный при поражении центральной нервной системы"
1333,I10-I15,B01.058.001,"Прием (осмотр, консультация) врача-эндокринолога первичный при гипертензии вторичной по отношению к эндокринным нарушениям",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.058.001 Прием (осмотр, консультация) врача-эндокринолога первичный при гипертензии вторичной по отношению к эндокринным нарушениям"
1334,I20-I25,A12.10.001,Электрокардиография с физической нагрузкой,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",1,1,A12.10.001 Электрокардиография с физической нагрузкой
1335,I27,B01.037.001,"Прием (осмотр, консультация) врача-пульмонолога первичный при бронхолегочной патологии",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.037.001 Прием (осмотр, консультация) врача-пульмонолога первичный при бронхолегочной патологии"
1336,I30-I52,A09.05.256,Исследования уровня N-терминального фрагмента натрийуретического пропептида мозгового в крови (далее - NT-proBNP-N) при сердечной недостаточности,Лабораторное исследование,Действительно 180 календарных дней,2,1,A09.05.256 Исследования уровня N-терминального фрагмента натрийуретического пропептида мозгового в крови (далее - NT-proBNP-N) при сердечной недостаточности
1337,I30-I52,A23.10.003,Тестирование состояния постоянного имплантированного антиаритмического устройства при необходимости уточнения степени зависимости от устройства,Инструментальное обследование,Действительно 1 год,2,1,A23.10.003 Тестирование состояния постоянного имплантированного антиаритмического устройства при необходимости уточнения степени зависимости от устройства
1338,I30-I52,A09.05.177,Исследование уровня/активности изоферментов креатинкиназы в крови при эндокардите,Лабораторное исследование,Действительно 180 календарных дней,2,1,A09.05.177 Исследование уровня/активности изоферментов креатинкиназы в крови при эндокардите
1339,I30-I52,A09.05.043,Определение активности креатинкиназы в крови при эндокардите,Лабораторное исследование,Действительно 180 календарных дней,2,1,A09.05.043 Определение активности креатинкиназы в крови при эндокардите
1340,I30-I52,A09.05.193,"Исследование уровня тропонинов I, T в крови при эндокардите",Лабораторное исследование,Действительно 180 календарных дней,2,1,"A09.05.193 Исследование уровня тропонинов I, T в крови при эндокардите"
1341,I30-I52,A09.05.009,Исследование уровня C-реактивного белка в сыворотке крови при эндокардите,Лабораторное исследование,Действительно 120 календарных дней,2,1,A09.05.009 Исследование уровня C-реактивного белка в сыворотке крови при эндокардите
1342,I70-I79,A04.12.003.001,Дуплексное сканирование брюшной аорты и ее висцеральных ветвей при их поражении,Инструментальное обследование,Действительно 180 календарных дней,2,1,A04.12.003.001 Дуплексное сканирование брюшной аорты и ее висцеральных ветвей при их поражении
1343,I70-I79,A04.12.006.001,Дуплексное сканирование артерий нижних конечностей при необходимости уточнения характера поражения сосудистого русла нижних конечностей,Инструментальное обследование,Действительно 180 календарных дней,2,1,A04.12.006.001 Дуплексное сканирование артерий нижних конечностей при необходимости уточнения характера поражения сосудистого русла нижних конечностей
1344,I70-I79,B01.050.001,"Прием (осмотр, консультация) врача - травматолога-ортопеда первичный при наличии культи (культей) конечности (конечностей)",Осмотр/консультация,"Действительно 90 календарных дней при первичном направлении, 120 календарных дней при повторном направлении",2,1,"B01.050.001 Прием (осмотр, консультация) врача - травматолога-ортопеда первичный при наличии культи (культей) конечности (конечностей)"
1345,I80-I89,A04.12.006.002,Дуплексное сканирование вен нижних конечностей при поражении сосудистого русла нижних конечностей,Инструментальное обследование,Действительно 180 календарных дней,1,1,A04.12.006.002 Дуплексное сканирование вен нижних конечностей при поражении сосудистого русла нижних конечностей
1346,I80-I89,A04.12.002,Ультразвуковая допплерография сосудов (артерий и вен) верхних конечностей при поражении верхних конечностей,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",1,1,A04.12.002 Ультразвуковая допплерография сосудов (артерий и вен) верхних конечностей при поражении верхних конечностей
1347,Z95,A04.10.002.004,Эхокардиография с физической нагрузкой при необходимости уточнения функций импланта или транспланта,Инструментальное обследование,"Действительно 90 календарных дней при первичном направлении, 180 календарных дней при повторном направлении",2,1,A04.10.002.004 Эхокардиография с физической нагрузкой при необходимости уточнения функций импланта или транспланта
